run_id,task_id,model,thinking,scope,status,duration_ms,returned,owner_check,disposition,writes
A000156,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 5.1.3-5.1.4 live inverse semantic source-attribution and printed-cross-reference audit,completed,not_exposed,HARD FAIL because S000704 attributes a prior definition to the following paragraph and printed 5.1.4 cites 2.1.7 instead of 2.1.8 without existing correction governance while all other scoped rows pass,Owner must repair S000704 append the correction finding issue residual decision and Q receipt after personal authority-crop inspection then rerun inverse validator and diff gates,accepted as a read-only historical fail pending append-only repair,none
A000157,/root/ega_i_35_release,inherited-parent,inherited,EGA I 5.1.1-5.1.4 initial final-control sealed-source reconstruction and page-regression audit,completed,not_exposed,HARD FAIL because live English had advanced from sealed R215 to exact R218 so r184.py rejected current bytes and check.py omitted fixed regressions for all four newly admitted I.5 locators although F33 R50 R51 append-only and exact-unit gates otherwise passed,Owner must extend the hash-guarded replay to seven R218 inverse paths update interface scope README and log join latest markers add the four fixed page regressions then rerun two serial R184 intakes and all release gates,accepted as a useful read-only HARD-FAIL control audit whose identified repairs were subsequently materialized,none
A000158,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 5.1.1-5.1.2 S000713 post-repair semantic supersession duplicate and validator replay,completed,not_exposed,HARD PASS after S000713 append-only superseded S000689 with split relation exact bounded 00E0 evidence active graph 708 of 713 physical five superseded zero duplicates check.py PASS errors empty and diff-check PASS,Owner independently replayed active supersession counts exact row invariants scope snapshot validator and byte hashes while preserving A000155 as the historical useful FAIL,accepted as a read-only post-repair audit without visual certification,none
A000159,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 5.1.3-5.1.4 post-repair inverse semantic source-attribution and source-error-QA release audit,completed,not_exposed,HARD PASS after replaying S000714 D000188-D000189 I000058 R000468 the correction finding and Q000005 with exact prior-definition scope append-only joins receipt metadata active counts zero duplicate keys and green validator and diff gates,Owner personally inspected Q000005 and independently reran the semantic governance validator snapshot privacy and diff checks while preserving A000156 as the historical failure,accepted as a read-only post-repair release audit without independent visual-content certification,none
A000160,/root/ega_i_35_release,inherited-parent,inherited,EGA I 5.1.1-5.1.4 second final-control sealed-source drift and deterministic-replay audit,completed,not_exposed,HARD FAIL because the required last serial replay caught live English advancing from sealed R218 to exact R219 after propagation of the accepted 2.1.8 correction so the seven-path gate rejected current bytes despite all earlier local validators being green,Owner must add the exact byte-3384 ega1-5 inverse advance interface scope README and log to R219 and eight paths then rerun two serial R184 intakes and every final static validator,accepted as a useful read-only fail-closed audit whose exact R219 repair was subsequently materialized,none
A000161,/root/ega_i_35_release,inherited-parent,inherited,EGA I 5.1.1-5.1.4 final R219 authority deterministic-intake append-only provenance and governance release audit,completed,not_exposed,HARD PASS after rehashing F33 R50 R51 all six exact ledgers D000181-D000189 I000057-I000058 L000024-L000027 S000678-S000714 R000443-R000468 A000152-A000160 Q000005 and its finding sealed R219 eight-path reconstruction two serial byte-identical R184 intakes exactly four printed-page-only changes with all 9585 IDs snapshots privacy no-TeX no-V and every structural gate green,Owner must rerun the live R219 identity pycompile check.py git diff check and changed-file scope immediately before staging and fail closed again if the external successor advances,accepted as a final no-write release audit without semantic-target mathematical or visual-content certification,none
A000162,/root/lemma_review,inherited-parent,inherited,EGA I 5.1.5-5.1.7 new local Stacks lemma proof and citation audit before repair,completed,not_exposed,HARD FAIL on one unnecessary forward reference one false target-local immersion argument and one incomplete two-step fibre-product closed-immersion citation while isolated chapter builds otherwise passed,Owner replaced the uniqueness citation separated closed and open cases before general immersion and proved both base-change arrows plus composition before requesting re-audit,accepted as useful read-only failure evidence with all three repairs materialized,none
A000163,/root/lemma_review,inherited-parent,inherited,EGA I 5.1.5-5.1.7 post-repair local Stacks lemma proof citation and isolated-build audit,completed,not_exposed,HARD PASS after replaying all three proof repairs exact EGA1 references line width label uniqueness and fresh isolated schemes morphisms and more-morphisms builds with resolved crosschapter references,Owner independently inspected the repaired statements and proofs and retained the preceding failure as append-only history,accepted as read-only post-repair proof audit,none
A000164,/root/stacks_fork,inherited-parent,inherited,R242-to-R184 sealed-source reconstruction concurrent-drift audit,completed,not_exposed,HARD FAIL because a source mutation after the initial tree read could race the staged reconstruction and still be promoted although stable and static-corruption tests behaved correctly,Owner added a second exact live-source manifest and tree read immediately before promotion and preserved atomic no-overwrite behavior,accepted as useful read-only fail-closed audit whose race repair was materialized,none
A000165,/root/visual_locators,inherited-parent,inherited,EGA I 5.1.9 individual authority French and English diagram and intricate-block locator generation,completed,not_exposed,Produced exact candidate page boxes hashes dimensions and signatures for V000017-V000020 plus four rejected low-resolution locator artifacts without editing the repository or claiming certification,Owner copied the final short-path crops personally compared every individual surface and recorded both accepted and rejected evidence under the five-thousand-dpi gate,accepted as read-only locator support without visual certification,none
A000166,/root/lemma_review,inherited-parent,inherited,EGA I 5.1.5-5.1.10 strict statement-edge residual and decision-scope design,completed,not_exposed,Completed a deterministic 53-edge and 30-residual decomposition with three explicit local untagged integrations exact official labels relation scopes proof boundaries and no ID or count conflict,Owner reviewed the local full-statement relation and then materialized S000715-S000767 and R000469-R000498 append-only,accepted as read-only semantic row design,none
A000167,/root/stacks_fork,inherited-parent,inherited,EGA I 5.1.5-5.1.10 visual page source-error and append-only governance inverse audit before hardening,completed,not_exposed,HARD FAIL despite checker PASS because malformed IDs could crash page-129 geometry was wrong J6-J9 lacked exact decision evidence joins were too weak and current V J L Q decision issue and finding prefixes were not pinned,Owner assigned a bounded governance-repair task covering structured failures exact geometry active joins immutable prefixes crop-tree closure and adverse regressions before release,accepted as useful read-only fail-closed audit pending materialized governance repair,none
A000168,/root/governance_repair,inherited-parent,inherited,EGA I 5.1.5-5.1.10 visual page source-error append-only and adverse-regression governance repair,completed,not_exposed,HARD PASS after structured V and J validation corrected page-129 geometry exact active page Q V and J joins immutable checkpoint prefixes flat crop-tree closure the Q000001 companion-finding rule D000204 and adverse mutation tests with full checker errors empty,Owner reviewed the narrow four-file patch reran pycompile checker and diff-check and preserved reports semantic rows TeX and crop bytes untouched,accepted as materialized governance hardening,ega/check.py|ega/dec.csv|ega/schema.md|ega/scope.json
A000169,/root/semantic_inverse,inherited-parent,inherited,EGA I 5.1.5-5.1.10 post-materialization direct-French pinned-target relation residual and local-lemma inverse audit,completed,not_exposed,HARD PASS after replaying S000715-S000767 R000469-R000498 every official file label and tag all source hypotheses stronger and derived boundaries three local statements and proofs counterexamples and the active duplicate surface at pinned a04446e5,Owner independently checked the exact local full-statement scope and structural validator and accepted the audit without treating it as visual certification,accepted as read-only mathematical inverse audit,none
A000170,/root/final_release_audit,inherited-parent,inherited,EGA I 5.1.5-5.1.10 whole-checkpoint publication-scope append-only TeX evidence privacy and remote-readiness audit,completed,not_exposed,HARD PASS on the exact twenty-one tracked and twenty-six untracked release files with byte-prefix registries unique untagged local labels green compile checker diff and deterministic R243-to-R184 gates structurally valid V J and Q receipts and zero secret or private-path findings,Owner reran the live sealed-source replay static validators staged-scope inspection and remote publication checks after recording this read-only verdict,accepted as final read-only release audit without independent visual-content certification,none
A000171,/root/ega_i_521_524_authority,inherited-parent,inherited,EGA I 5.2.1-5.2.4 direct-French authority page unit visual and collision audit,completed,not_exposed,PASS with exact F33 F37ZD R54 R55 French English and authority identities nine source units zero visual-gate items one p132 proof locator correction and two absent historical context-image paths,Owner personally confirmed the direct reading appended the 5.2.3 proof page overlay and recorded the unavailable context-image witnesses before release,accepted as read-only authority support without target-equivalence or visual-certification authority,none
A000172,/root/ega_i_521_522_targets,inherited-parent,inherited,EGA I 5.2.1-5.2.2 direct-French pinned-target relation proof residual and duplicate-surface audit,completed,not_exposed,HARD PASS with twelve proposed semantic edges and seven residuals exact label and tag checks an essential dual-number counterexample and no source or Stacks defect,Owner replayed source receipt IDs edge scopes and exact rows before append-only materialization,accepted as read-only mathematical mapping support,none
A000173,/root/ega_i_523_524_targets,inherited-parent,inherited,EGA I 5.2.3-5.2.4 pinned-target exact split proof dependency and counterexample audit,completed,not_exposed,HARD PASS with exact tag 03DQ for 5.2.3 composite 0356 01JU 01QP 01HP coverage for 5.2.4 nine proposed edges five residuals no genuine gap and no source or Stacks defect,Owner verified the nine rows against sibling IDs reused D000172 for the 4.4.6 bundle and retained both reducedness and image-ideal counterexamples before append-only admission,accepted as read-only mathematical mapping support without authority visual or publication certification,none
A000174,/root/r247_inverse_audit,inherited-parent,inherited,R247 to R184 sealed-source exact inverse and current-reader interface audit,completed,not_exposed,HARD PASS with all 127 live files equal sealed R247 one exact byte inverse to R243 unchanged prior layers exact R219 and R184 trees and current F37ZH B37AB B232 identities,Owner implemented a distinct R247-to-R243 layer with exact intermediate tree gate and refreshed only current comparison markers while preserving historical evidence bindings,accepted as read-only deterministic-replay support without edition writes or visual certification,none
A000175,/root/ega_52_semantic_inverse,inherited-parent,inherited,EGA I 5.2.1-5.2.4 inverse authority pinned-target relation residual decision counterexample duplicate and zh-Hans baseline audit,completed,not_exposed,HARD FAIL because S000783 S000786 and S000788 used entailed_by_stronger without target-specific covered_by_stronger residuals while authority pinned labels tags mathematics counterexamples and duplicate checks otherwise passed,Owner appended R000517-R000519 for 01J3 01QP and 01HP and requested exact replay,accepted as useful read-only hard-fail evidence with all identified repairs materialized,none
A000176,/root/ega_52_semantic_inverse,inherited-parent,inherited,EGA I 5.2.1-5.2.4 repaired inverse authority pinned-target relation residual decision counterexample duplicate and zh-Hans baseline audit,completed,not_exposed,HARD PASS after R000517-R000519 with exact F33 R54 R55 source continuity all twenty-one pinned label and tag joins strict relations and coverage all twenty-one residuals four decisions six counterexamples zero active semantic duplicates and no zh-Hans 1.1.14 disagreement,Owner recorded both audit rows reran the static checker and release replay then staged only the intended checkpoint,accepted as final read-only semantic inverse audit without build render or visual certification,none
A000177,/root/ega_52_release_audit,inherited-parent,inherited,EGA I 5.2.1-5.2.4 refreshed whole-checkpoint release-scope append-only locator interface deterministic-replay privacy and remote-readiness audit,completed,not_exposed,HARD PASS on thirteen tracked and zero untracked files including exact R000517-R000519 append closure 516 active of 519 physical residuals the L000029 page overlay two serial R247-to-R184 replay and intake matches live F37ZH B37AB R247 B232 identities green compile checker diff privacy and remote gates,Owner appended this after A000175 and A000176 then reran the sealed replay checker staged-scope and remote verification before publication,accepted as refreshed final read-only release audit without independent mathematical or visual certification,none
A000178,019ff13c-f459-7ec3-ad96-f761868fa81c,gpt-5.3-codex-spark,low,EGA I 5.3 unit-registry schema canary,completed,7032,FAIL because the prompt named source_line instead of the exact line column,Owner inspected the header corrected the prompt archived the task and verified its disappearance,rejected as an intentional fail-closed canary,none
A000179,019ff13c-fb6c-73f2-b15a-d5044df8e900,gpt-5.3-codex-spark,low,EGA I 5.3 graph-frontier schema canary,completed,9992,Returned correct file counts but selected decision_id rather than edge_id and residual_id as primary keys,Owner identified the underspecified primary-ID instruction archived the task and verified its disappearance,rejected as an intentional schema canary,none
A000180,019ff13d-d1e9-7733-b1b5-cb9896e89985,gpt-5.3-codex-spark,low,EGA I 5.3 exact unit-registry canary retry,completed,7223,Found 43 scoped units with zero duplicate IDs and reported the bounded rows,Owner replayed the exact header corrected the whole-file header-versus-data count distinction archived the task and verified its disappearance,accepted for bounded mechanical inventory,none
A000181,019ff13d-d858-7911-87e4-65abe42c4eeb,gpt-5.3-codex-spark,low,EGA I 5.3 exact graph-frontier canary retry,completed,8230,Returned D209 I61 S788 R519 and sixteen findings with zero IDs or scoped rows duplicated,Owner independently replayed every primary key and archived the task with disappearance verified,accepted for bounded mechanical registry inventory,none
A000182,019ff13f-e54a-7422-afb6-391eddf1dd52,gpt-5.3-codex-spark,low,EGA I 5.3 authority receipt and LF-slice hash shard,completed,10765,Returned exact source F33 R55 ledger hashes and the requested 372-424 LF-normalized slice identity,Owner rehashed all five files distinguished the broader 372-425 authority slice archived the task and verified its disappearance,accepted for exact mechanical hashes,none
A000183,019ff13f-ebf5-7e23-a807-515b82337c87,gpt-5.3-codex-spark,low,EGA I 5.3 R55 nested-field shard,completed,8357,Returned top-level cursor fields but correctly failed absent on underspecified nested label and ledger paths,Owner read the exact nested schema directly archived the task and verified its disappearance,rejected as a bounded schema diagnostic,none
A000184,019ff13f-f3ac-7663-bf21-13d50c0b8325,gpt-5.3-codex-spark,low,EGA I 5.3 ten-unit exact registry shard,completed,9641,Returned all ten requested IDs kinds pages lines parents and anchors with zero missing or duplicate rows,Owner compared every row to units.csv archived the task and verified its disappearance,accepted for exact bounded mechanical inventory,none
A000185,019ff13f-fa65-7f42-b513-3d4c2c83025d,gpt-5.3-codex-spark,low,EGA I 5.3 sealed-interface manifest shard,completed,30864,Returned exact interface F37ZH and R247 identities counts trees and EGA I chapter-file rows,Owner independently rehashed the interface and both manifests archived the task and verified its disappearance,accepted for exact mechanical interface verification,none
A000186,019ff147-f448-7cc0-9849-da168143d78d,gpt-5.3-codex-spark,low,EGA I 5.3 official tag and local-label join shard first attempt,completed,8404,Verified nine exact tag lines but searched file-prefixed rather than raw TeX labels and therefore returned false marker misses,Owner corrected the raw-label specification archived the task and verified its disappearance,rejected as an intentional label-schema diagnostic,none
A000187,019ff148-97ac-7431-b2c2-7f1d0ba049c5,gpt-5.3-codex-spark,low,EGA I 5.3 official tag and local-label join shard retry,completed,10180,Found every raw marker and the local untagged marker but its tag-line counter returned false zeros,Owner independently proved nine official lines and markers each occur once plus zero local tag lines archived the task and verified its disappearance,rejected for the incorrect tag-line counts,none
A000188,/root/ega_i_531_534_authority,inherited-parent,inherited,EGA I 5.3.1-5.3.4 direct-French authority control page unit formula visual and collision audit,completed,not_exposed,HARD PASS with exact F33 F37ZH R55 identities ten frozen rows one untagged proof display retained as a parent source_part a preserved printed 5.3.3 numbering gap zero visual-gate items and no direct graph collision,Owner personally confirmed direct-French line and formula scopes page seams citations and the non-rendering English 5.3.3 compatibility anchor before append-only materialization,accepted as read-only authority support without target-equivalence or visual-certification authority,none
A000189,/root/ega_i_531_534_targets,inherited-parent,inherited,EGA I 5.3.1-5.3.4 pinned-target categorical-scope local-gap hypothesis and numbering audit,completed,not_exposed,HARD PASS with exact 01KH 001S 001V 002L 02X0 01KU 04YR 0038 and 001Y targets one warranted local diagonal-identities lemma no hidden hypotheses and no source or Stacks defect,Owner replayed the direct source attribution official joins proof-level scope and the live local lemma before accepting the row plan,accepted as read-only mathematical mapping support without build or publication certification,none
A000190,/root/ega_53_semantic_inverse,inherited-parent,inherited,EGA I 5.3.1-5.3.4 adversarial inverse authority pinned-target relation residual decision counterexample and duplicate audit,completed,not_exposed,HARD PASS with exact direct-French F33 R55 scope the printed numbering gap all fifteen statement edges eighteen target-specific residuals four decisions nine official tag joins three local exact identities one explicit forward gap zero active semantic duplicates and no hidden hypothesis or source or Stacks defect,Owner personally replayed the direct source identities official target proofs residual closure checker and diff gate before accepting the row,accepted as final read-only semantic inverse audit without build render visual or publication certification,none
A000191,/root/ega_53_release_audit,inherited-parent,inherited,EGA I 5.3.1-5.3.4 initial whole-checkpoint release build interface replay provenance and remote-readiness audit,completed,not_exposed,HARD FAIL because the live producer advanced to F37ZI R248 B37AC B233 while interface scope README checker and r184 remained sealed at F37ZH R247 B37AB B232 and two serial replays failed on ega1/ega1-10.tex,Owner measured the exact R248 to R247 byte inverse tree gates and current reader identities then repaired the distinct replay layer and all current comparison markers before requesting a fresh audit,accepted as useful read-only hard-fail evidence with successful isolated Schemes build append-only prefix tag join compile diff and privacy checks preserved,none
A000192,/root/ega_53_interface_drift,inherited-parent,inherited,F37ZI R248 D38 DIA38 byte-exact interface drift and inverse audit,completed,not_exposed,HARD FAIL on first read because D38 was absent and DIA38 was the unchanged 112613-byte DIA37 preimage at D585E78A11E73D5476E76C1CE0BE2F82D52726F21898EBD55345F2D05D9820F still binding F37ZH R247 B37AB B232 with p211 pending and 38 of 46,Owner stopped admission and required the producer to create D38 and a true DIA38 successor then reran every manifest source reader inverse and receipt check,retained as historical fail-closed evidence before corrected D38 and DIA38 acceptance,none
A000193,/root/ega_53_release_audit,inherited-parent,inherited,EGA I 5.3.1-5.3.4 repaired whole-checkpoint release build interface replay provenance privacy and remote-readiness audit,completed,not_exposed,HARD PASS on twelve modified and zero staged or untracked files with exact append-only prefixes honest low Spark provenance unique local label nine official joins fresh isolated Schemes build green compile checker diff and tag-up gates two serial R248-to-R184 replay and intake matches current F37ZI R248 B37AC B233 D38 DIA38 Q37BU Q37BV closure and fork readiness,Owner must append this final pass row rerun checker and diff gate stage only the twelve audited files commit push and verify the fork branch tree,accepted as refreshed final read-only release audit without independent mathematical or visual certification,none
A000194,/root/ega_535_538_semantic_inverse,inherited-parent,inherited,EGA I 5.3.5-5.3.8 adversarial inverse authority pinned-target relation residual correction counterexample duplicate and join audit,completed,not_exposed,HARD PASS on 13 semantic edges and 21 residuals with the exact F33 slice eight direct official tag joins three contextual tag checks seven active decision joins two valid supersessions zero active duplicates the official missing-g erratum and the at-most-one counterexample while R000552 remains open,Owner preserved R000552 until the corrected V000022 successor was independently sealed and kept the known one-line 01KR duplicate-arrow correction separate from the pinned semantic map,accepted as an interim read-only semantic inverse audit without visual build or publication certification,none
A000195,/root/ega_535_538_semantic_inverse,inherited-parent,inherited,EGA I 5.3.5-5.3.8 post-V22 semantic join source-correction visual-boundary documentation and duplicate re-audit,completed,not_exposed,HARD PASS after correction of one detected log-only F33 slice hash typo with 13 semantic edges 22 physical residuals 21 active residuals three valid S and R supersessions zero active duplicate keys exact Q000007 and Q000008 links current R251 interface identities and no theorem edge from V000022,Owner confirmed the corrected log identity and reran the final checker and diff gates before appending this row,accepted as final read-only post-closure semantic inverse audit without independent visual build or publication certification,none
A000196,/root/ega_535_538_governance_inverse,inherited-parent,inherited,EGA I 5.3.7 post-correction visual governance lineage strict-floor interface and adversarial tamper re-audit,completed,not_exposed,HARD PASS after one R000559 fail-close gap was repaired with exact active closure enforcement while V000022 J000010-J000016 B37AD B234 R251 F37ZL D41R DIA41R REF11 Q37CD directory snapshots raw pins effective floors and targeted tamper gates all passed,Owner added and replayed the exact R000559 and R000552 active-state contract then appended this row after A000195 and reran checker diff and release gates,accepted as final read-only governance inverse audit without visual-content certification or repository writes,none
A000197,/root/ega_537_reconstruction_plan,inherited-parent,inherited,EGA I 5.3.5-5.3.8 final whole-checkpoint release reconstruction intake provenance interface privacy and write-scope audit,completed,not_exposed,HARD PASS on the stable sixteen modified and fifteen untracked checkpoint paths with zero staged or tag changes exact append-only prefixes and new IDs two serial R251-to-R184 and intake byte matches final-source reread adverse fail-close green py_compile checker diff privacy and live sealed-interface gates,Owner must append this row rerun checker and diff gates stage only the thirty-one audited paths commit push and verify the remote fork tree,accepted as final read-only release audit without independent mathematical visual or publication certification,none
A000198,/root/ega_535_538_semantic_inverse,inherited-parent,inherited,EGA I 5.3.9-5.3.14 initial semantic inverse source errata target relation residual and duplicate audit,completed,not_exposed,HARD FAIL because S000819 reversed the comparison S000820 reversed the diagonal bases and S000825 claimed a graph-base-change item not yet present in the local Schemes lemma while all other rows and both published corrections passed,Owner corrected the two source parts added exact item four with its projection proof and retained the historical failure before requesting repaired audits,accepted as useful read-only failure evidence without repository writes or visual certification,none
A000199,/root/ega_535_538_semantic_inverse/row_plan_adversary,inherited-parent,inherited,EGA I 5.3.9-5.3.14 adversarial row-plan relation residual local-label and counterexample audit,completed,not_exposed,HARD PASS on the compact row classifications provided item four explicitly states graph-morphism base change and associated graph-subprescheme recovery while rejecting redundant extra targets and preserving target-specific residual closure,Owner used the exact graph wording retained distinct 07RK source parts and independently replayed all counterexamples and active duplicate keys,accepted as read-only adversarial planning support without edits builds or visual certification,none
A000200,/root/ega_539_5314_rows,inherited-parent,inherited,EGA I 5.3.9-5.3.14 direct-French primary-errata pinned-target and maximal dependency row-plan audit,completed,not_exposed,Produced a correct fuller candidate plan with exact 01KJ 01KI 01KR 01JY 01KS 01KT 001V 002L 0038 01JP 07RK and 02V0 coverage plus both published corrections and the local graph-base-change item,Owner retained its exact source and target evidence but submitted the additional dependency rows to a separate necessity audit before materialization,accepted as read-only candidate support with no write build interface or visual claim,none
A000201,/root/ega_539_5314_edge_completeness,inherited-parent,inherited,EGA I 5.3.9-5.3.14 compact-versus-full dependency exhaustiveness and corrected-direction audit,completed,not_exposed,HARD PASS with no missing edge residual removal or overmapping after confirming S000819 as X-times-S-Y to X-times-T-Y and S000820 as the pullback of Delta-S-over-T while classifying every fuller addition as already retained dependency evidence,Owner replayed F33 the official target proofs D000225-D000232 and all twenty active semantic keys before accepting the compact plan,accepted as final read-only edge-completeness support without repository writes,none
A000202,/root/ega_5312_local_lemma_review,inherited-parent,inherited,EGA I 5.3.12 local graph-base-change lemma mathematical typing citation direction and build audit,completed,not_exposed,HARD PASS with exact graph-morphism base-change identity sufficient two-projection proof no hidden hypotheses correct Corollary 5.3.12 citation correct S000819-S000820 directions clean line lengths and no changed-line build warning,Owner independently replayed the local lemma against 01KS the direct French source the isolated Schemes build and the compact semantic rows while reserving the separate local-mirror status migration,accepted as final read-only local-mirror mathematical review without visual-fidelity or upstream-submission claim,none
A000203,/root/local_mirror_status_migration,inherited-parent,inherited,Mathematical Commons local-integration residual status and policy migration audit,completed,not_exposed,HARD PASS after identifying exactly eleven active legacy upstream-pending residuals matching all eleven active local statement units and specifying D000234 plus R000578-R000588 schema checker scope and documentation changes,Owner applied the append-only successors exact decision and active-view gates preserved every historical row and confirmed check.py and diff-check green,accepted as final read-only governance migration audit without mathematical source visual or repository writes,none
A000204,/root/ega_interface_referral_closure,inherited-parent,inherited,REF14 French English sealed-source interface reader closure cleanup and R255-to-R184 migration audit,completed,not_exposed,FAIL-CLOSED after independently verifying exact F37ZP and R255 source seals and the 33-operation R255-to-R184 replay but rejecting B235 RF14 REF14 interface admission because B235 has three zero-total contradictions q37ckgen has stale identity pins cleanup receipts are absent and the temp plus orphan NCC remain,Owner independently replayed both live source trees both reader trees exact inverse stages receipt object paths and cleanup blockers and accepted only the split source-only design,accepted as final read-only source-only interface design with the external reader closure quarantined and without visual publication build or producer-root write claims,none
A000205,/root/ega_interface_referral_closure/producer_receipt_audit,inherited-parent,inherited,EGA I 5.3.9 and 5.3.13 producer referral receipt cleanup and source-reader-closure separation audit,completed,not_exposed,HARD FAIL for reader or closure promotion because B235 has three false zero-byte replay totals and q37ckgen has four stale identity pins while F37ZP and R255 independently replay as valid source-only seals,Owner rehashed every durable manifest reader closure and cleanup control replayed all inventories and inverse edits and confirmed the temp workspace plus orphan NCC process remained live with Q37CK Q37CL R256 and REF15 absent,accepted as final read-only fail-closed audit permitting source-only semantic admission while retaining B234 REF11 and Q37CD as the last admitted reader closure and cleanup state,none
A000206,/root/local_mirror_migration_inverse,inherited-parent,inherited,Mathematical Commons local-mirror residual migration initial inverse and adversarial contract audit,completed,not_exposed,HARD FAIL because the first checker version compared successor source kind and evidence only to mutable predecessors and allowed a contradictory upstream-submission disposition or paired predecessor-successor mutation to pass,Owner added exact independent full-tuple pins for all eleven predecessor and successor rows then reran both adversarial mutations before accepting the migration,accepted as useful historical read-only fail-closed evidence before the checker repair,none
A000207,/root/local_mirror_migration_inverse,inherited-parent,inherited,Mathematical Commons local-mirror residual migration repaired inverse and adversarial contract audit,completed,not_exposed,HARD PASS after exact source kind evidence disposition status decision supersession and active-state pins for R000578-R000588 rejected both a contradictory disposition and a paired history mutation while all eleven active local units matched the mirror residual set,Owner reran the live validator diff gate active-view counts and both targeted adversarial executions after the repair,accepted as final read-only local-mirror governance inverse audit without mathematical visual repository or upstream claim,none
A000208,/root/r255_inverse_plan,inherited-parent,inherited,R255-to-R254-R251 exact inverse manifest whole-tree block-order operation-count and adverse-gate audit,completed,not_exposed,HARD PASS on sealed F37ZP REF14P and R255 identities with citation-first restoration producing the exact 7284191-byte 4395E86FB39E678A723C6CF43109DB56BFC4FA89A96D980679DCFFC837B0ED91 intermediate then proof-second restoration producing the exact C32F4904449F6DEDFB6991B569FDD96B8EAD27BE77685E67A52EE0094C896A7E R254-R251 tree and a full 33-operation 12-path replay to R184,Owner must embed the four exact blocks without runtime dependence on the temporary audit copy gate the R254-R251 tree before the existing chain reread full sealed R255 before promotion and bind the interface only after final REF14 B235 cleanup closure,accepted as final read-only inverse plan with no file write build visual or upstream claim,none
A000209,/root/interface_split_audit,inherited-parent,inherited,F37ZP R255 source-only and predecessor-reader-closure quarantine governance inverse audit,completed,not_exposed,HARD PASS after exact live identity and source-tree checks plus six in-memory adversarial replays proved F37ZP R255 remain source-only F37ZL R251 B37AD B234 D41R DIA41R REF11 Q37CD remain the last admitted closure and B235 RF14 DIA42R REF14 q37ckgen remain quarantined,Owner must rerun the baseline checker and retain both source-reader skew flags exact quarantine contradictions absent cleanup receipts and active I000066 I000067 referrals,accepted as final read-only interface governance audit without repository producer build visual or publication writes,none
A000210,/root/r255_replay_audit,inherited-parent,inherited,R255-to-R184 exact serial reconstruction intake equality and adverse fail-close audit,completed,not_exposed,HARD PASS after rehashing sealed R184 R254 R255 independently matching every R254 file and running two byte-identical 33-operation 12-path replays plus intakes with block-order mutation manifest tree no-overwrite and final-reread drift tests,Owner must rerun the live sealed replay and exact intake comparisons immediately before staging and fail closed if R255 advances,accepted as final read-only deterministic-replay audit without source visual mathematical build or producer writes,none
A000211,/root/semantic_release_audit,inherited-parent,inherited,EGA I 5.3.9-5.3.14 semantic source errata target graph local-lemma visual policy append-only build and release-readiness audit,completed,not_exposed,HARD PASS on exact F33 lines 497-594 both primary errata twenty S rows eighteen R rows two byte-identical exact-5000-dpi Q crops a mathematically exact item-four projection proof clean current Schemes PDF append-only prefixes mirror-only policy checker diff privacy and remote-state gates,Owner must append this row then rerun the live checker diff source-manifest build-hash and sealed-replay gates before staging while keeping all upstream packaging disabled,accepted as final read-only semantic and release audit without repository producer publication or upstream writes,none
A000212,/root/ega_final_r184_inverse,inherited-parent,inherited,R261-to-R184 exact three-repair inverse whole-tree operation-count and adverse-gate audit,completed,not_exposed,HARD PASS after exact R261 R260 R259R manifest row file and tree replay plus three ordered label-side inverses and full continuation returned the frozen R184 tree in 41 operations across 12 paths,Owner embedded all three guarded inverses exact intermediate trees both predecessor manifest gates final source reread no-overwrite and source-immutability checks in r184.py,accepted as final read-only deterministic inverse audit without producer writes visual admission or publication claims,none
A000213,/root/d48_control_audit,inherited-parent,inherited,D48 diagram-inventory cleanup-receipt array lineage and adverse-control audit,completed,not_exposed,HARD FAIL on DIA48 DIA48R DIA48S Q37CU Q37CV Q37CW and Q37CX because stale active pointers contradictory source fields and comma-bound arrays prevented admission while all source reader crop and item arrays otherwise replayed exactly,Owner preserved every failed control byte-exact and required append-only DIA48T Q37CY Q37CZ Q37DB successors before interface admission,accepted as useful read-only fail-close evidence without repository producer visual or publication writes,none
A000214,/root/d48t_final_audit,inherited-parent,inherited,D48 final Q37DB cleanup-lineage permanent-reference cursor and adverse-history audit,completed,not_exposed,HARD PASS on exact Q37DB generator immediate Q37CZ predecessor Q37CX supersession distinct Q37CU Q37CV history six permanent refs absent d48x workspace and 53-of-84 cursor,Owner bound only D48 DIA48T Q37CY Q37DB into the current interface while preserving the paused-workspace assertion as receipt-time evidence,accepted as final read-only D48 cleanup audit without producer repository visual publication or upstream writes,none
A000215,/root/d49_final_audit,inherited-parent,inherited,D49 source reader inventory cleanup and rejected-lineage successor audit,completed,not_exposed,HARD FAIL because DIA49R3 splits 53-of-31 from derived 54-of-30 counts Q37DA records zero bytes for a 1336647-byte temporary tree cleanup provenance is disconnected and rejected controls are incomplete,Owner excluded every D49 control from the D48 Commons checkpoint and recorded the later producer line as non-admitted fail-closed history,accepted as final read-only D49 exclusion audit without producer repository visual publication or upstream writes,none
