decision_id,subject_id,action,state,evidence,supersedes,rationale
D000270,ega:I.5.5.12:diagram:xymatrix:1,map_semantic_reduction_square_and_refer_visual_admission_beyond_D48,active,0356 01J4 plus DIA48T pending evidence and nonadmitted D59 D65 discovery controls,,The square is semantically covered while label-side and current-reader promotion remain fail closed until a coherent Commons interface successor
D000271,ega:I.5.5.13,map_weakened_closed_immersion_and_immersion_composition_hypotheses,active,01KS 001V 0356 01J4 01L7 and direct French lines 1133-1149,,The same formal arguments use exactly the weakened precomposition clauses stated in the source
D000272,ega:I.5.5.5:proof,carry_printed_5_5_4_to_5_5_5_citation_correction,active,Q000011 and direct comparison of EGA I 5.5.4 with 5.5.5,,Only Proposition 5.5.5 permits reduction through an affine open cover of the target Y
D000273,ega:I.5.5.9:proof,carry_two_printed_5_5_4_to_5_5_5_citation_corrections,active,Q000012 and direct comparison of EGA I 5.5.4 5.5.5 and 5.5.8,,Both target-open restriction arguments uniquely require Proposition 5.5.5
D000274,ega:I.5.5.11,carry_official_doubled_origin_fibre_ideal_zero_to_s_correction,active,Q000013 EG-EGA-I-P139-FR-DOUBLED-ORIGIN-IDEAL-ERROR-001 and direct doubled-line fibre computation,,The doubled fibre occurs over the closed prime (s) while the generic prime (0) lies in the gluing overlap
D000275,ega:I.5.5.11,refer_false_doubled_plane_neither_condition_claim,active,Q000014 01IL 01KP and direct restriction-ring computation,,The punctured-plane intersection is nonaffine but both restriction images equal its full global section ring so only the first condition fails
D000276,ega:source-error-qa,admit_exact_authority_crop_receipts_for_5_5_5_5_5_9_and_5_5_11,active,Q000011 Q000012 Q000013 Q000014 in reports/qsrc.csv,,Four tight exact-5000-dpi authority receipts bind the three citation occurrences and two mathematical defects without altering diplomatic text
D000277,ega:visual-qa,refer_5_5_1_diagrams_and_5_5_6_intricate_block_until_admitted_interface_successor,active,D56 D57 D58 D65 versus admitted F37ZW R261 B37AJ B239 D48 DIA48T Q37CY Q37DB,,Producer crops are verified but the current Commons interface stops at D48 so semantic rows remain physically reviewed while visual promotion is quarantined
D000278,ega:I.6.1.1,map_noetherian_definitions_coherence_consequences_and_open_locality,active,"01OV 01OW 01XZ 01Y1 00IK and direct French lines 7-34 under admitted F33.json",,"The finite and arbitrary affine-cover definitions match the modern quasi-compact and local formulations; the unnumbered coherence subquotient ideal and open-union prose is bound explicitly under this source unit"
D000279,ega:I.6.1.2,map_quasi_compact_locally_noetherian_equivalence_and_noetherian_topology,active,"01OV 01OZ 00E8 00FQ 0053 and direct French lines 36-49 under admitted F33.json",,"The equivalence has the same quantifiers and the topological conclusion follows from finite Noetherian affine spectra"
D000280,ega:I.6.1.3,map_affine_noetherian_equivalence_source_proof_and_unnumbered_ideal_chain_consequence,active,"01OV 01OW 00E8 00EO 01HV 01IA 01BG 00IK 01Y8 and direct French lines 51-83 under admitted F33.json",,"The affine triple equivalence is split across the modern definition and affine-open characterization; the source sheaf proof and its unnumbered stationary coherent-ideal consequence are retained explicitly"
D000281,ega:I.6.1.4,map_locally_closed_subscheme_noetherian_permanence_and_source_proof,active,"02IK 01IO 01IH 00FN 01I3 0052 04ZA and direct French lines 85-111 under admitted F33.json",,"Subprescheme is translated as a modern locally closed subscheme or immersion and every quotient localization and topological quasi-compactness dependency is retained"
D000282,ega:I.6.1.5,map_noetherian_product_warning_by_explicit_tensor_counterexample,active,"01OW 01JQ 00RW 00RX 00RT 031G and direct French lines 113-119 under admitted F33.json",,"No single pinned label states the warning; for K=k(x_1,x_2,...) the diagonal conormal calculation proves K tensor_k K non-Noetherian and gives complete derived coverage"
D000283,ega:I.6.1.6,map_global_nilradical_nilpotence_and_finite_affine_proof,active,"01Y9 01OV 01XZ 01J4 00IM and direct French lines 121-134 under admitted F33.json",,"The direct coherent-sheaf target is stronger while the pinned ring lemma and finite affine cover reproduce the source uniform-exponent proof"
D000284,ega:I.6.1.7,map_affineness_equivalence_with_reduction_via_stronger_thickening_theorem,active,"01J4 04EX 06AD 01IH and direct French lines 136-143 under admitted F33.json",,"The two directions split between arbitrary-thickening affineness and affine closed subschemes; the modern sufficiency theorem drops the source Noetherian hypothesis"
D000285,ega:I.6.1.8,map_finite_irreducible_component_neighbourhood_connectedness,active,04MF 004W 004V 004T and direct French lines 145-161,,The source has a strictly broader local hypothesis and stronger universal-small-neighbourhood conclusion than 04MF so only the proof components are complete
D000286,ega:I.6.1.9,map_locally_noetherian_local_connectedness_and_open_components,active,04MF 04ME and direct French lines 163-167,,The corollary splits exactly into local connectedness and openness of connected components
D000287,ega:I.6.1.10,map_component_disjointness_and_local_spectrum_equivalences,active,004T 004W 0052 00E0 00ES 00ET and direct French lines 169-214,,The four topological clauses are composite and the scheme clause is the unique-minimal-prime criterion valid without local Noetherianity
D000288,ega:I.6.1.11,map_irreducibility_from_connectedness_and_disjoint_components,active,004S 004T 004W 0052 00ES 00ET and direct French lines 216-229,,The nonempty connected criterion is composite and the local-spectrum reformulation is unconditional
D000289,ega:I.6.1.12,map_integrality_criterion_subject_to_nonempty_correction,active,004S 0052 00ET 01HV 01J0 01ON Q000016 and direct French lines 231-236,,After D000292 restores nonemptiness the criterion follows from reducedness on stalks and the irreducibility criterion
D000290,ega:I.6.1.13,map_neighbourhoods_irreducible_reduced_and_integral,active,00E0 00ES 00ET 004W 01J0 01J2 01J3 01OK 01ON 01Y1 01Y3 0BE1 0BX3 and direct French lines 238-257,,The source component and coherent-nilradical proofs are complete and 0BX3 supplies a shorter modern affine route
D000291,ega:I.6.1.8:proof,refer_false_global_complement_aside_and_carry_intersection_with_U_repair,active,Q000015 and direct French lines 153-157,,The constructed V equals U intersected with the global complement and need not equal that complement in X
D000292,ega:I.6.1.12,refer_missing_nonempty_hypothesis_and_carry_corrected_criterion,active,Q000016 004S 004V and direct French 0.2.1.1 plus I.2.1.8 and I.6.1.11,,Under the EGA convention the empty scheme is connected and satisfies the stalk condition vacuously but is not integral
D000293,ega:source-error-qa,admit_exact_authority_crop_receipts_for_6_1_8_and_6_1_12,active,Q000015 Q000016 in reports/qsrc.csv,,Two tight exact-5000-dpi authority receipts bind the false global-complement aside and omitted nonempty hypothesis without altering diplomatic French
D000294,ega:I.6.2.1,map_artinian_scheme_as_affine_scheme_with_artinian_coordinate_ring,active,01HW 00J5 and direct French lines 262-266,,The historical adjective is exactly the conjunction of the two modern definitions and needs no duplicate root lemma
D000295,ega:I.6.2.2,map_artinian_scheme_noetherian_discrete_T1_and_local_product_equivalence,active,00KJ 00JB 01OV 01IS 04MT 0AAX 02O0 01I5 and direct French lines 269-294,,The affine ring theorem gives one direction while the locally Noetherian dimension-zero decomposition and finite-discrete affineness give the converse and product statement
D000296,ega:I.6.3.1,map_finite_type_definition_to_local_finite_type_plus_quasi_compactness,active,F37ZW.json FR299-310 FEB075B856B0D295E3CBDE5CA2648FDE855A94BEFA7869BACD8B8F0D4D18173E and 01T1 01T2 01K4,,The historical finite affine cover condition is exactly local finite type plus quasi-compactness
D000297,ega:I.6.3.2,map_target_locality_and_admit_published_6_3_2_1_erratum,active,F37ZW.json FR312-352 1AC73200F45587065531B1359031EC6094ADB65E23869199BA52AC0E3CE8CB8E and direct errata slice 8B76F577F0B4A5720377739BE82CB482FCD3DD9249F91EE66B9EECDC53318FBE,,The target-locality proof is covered and the published correction requires D(g_i) to be contained in W
D000298,ega:I.6.3.3,map_affine_finite_type_criterion,active,F37ZW.json FR354-392 98959AA6D770BC19F337DC66D5575D7D38A3A684EF611C23509CBDCBEBB1FE33 and 01T2 01S7 01T1 00EP,,For affine source and target finite type is equivalent to finite generation of the coordinate algebra
D000299,ega:I.6.3.4,map_six_finite_type_permanence_clauses,active,F37ZW.json FR394-445 EC4107AFA515BA54491D6BC346724AA8317CF048DCB3F7A8F1A5962B27E47F16 and 01T3 01T4 01T5 01T8 03GI 0356,,All six clauses are exact or short composites of existing permanence lemmas
D000300,ega:I.6.3.5,map_noetherian_topology_immersion_criterion,active,F37ZW.json FR447-465 9CAF7CF4537D40D981EA259B3D30EEDDFF4ABFF72F5AD901E82FEA79E1F87879 and 01T5 04ZB 0052 04ZA,,The source hypotheses are topological and are covered without strengthening them to scheme-theoretic local Noetherianity
D000301,ega:I.6.3.6,map_graph_factorization_finite_type_criterion,active,F37ZW.json FR467-476 AC9EBEDB4C0675D0140C9737E71C2DD00F15AD6699260F7AF04F57E52C844652 and 01KT 01T4 01P0 01OX 01T3,,The graph is a finite-type immersion under either Noetherian branch and the projection is a finite-type base change
D000302,ega:I.6.3.7,map_noetherianity_under_finite_type,active,F37ZW.json FR478-489 D77DA856978E7315BFAF0D9F7D07DA3EA3FD08406A7DD3573970F79840C7AACC and 01T6 00FN,,Stacks contains the exact scheme statement and its affine Hilbert-basis proof ingredient
D000303,ega:I.6.3.8,map_noetherianity_after_base_change_and_product,active,F37ZW.json FR491-506 3F8469AB6B67626A65D36821C76AF200C7EDD9AB2E0D590CA2A4CA165AB7F700 and 01T4 01T6,,Both the base-change corollary and product consequence follow by applying finite-type base change then Noetherian permanence
D000304,ega:I.6.3.9,map_finite_type_of_all_S_morphisms_from_X,active,F37ZW.json FR508-517 C3F615A293C612E9C04FA2F9EC5C58379C4C9592C87DD00BDB05523AE9568F0D and 01T6 01T8 01P0 01T1,,After localizing on S the source is Noetherian and the S-morphism is locally finite type and quasi-compact
D000305,ega:I.6.3.10,map_surjectivity_on_algebraically_closed_points,active,F37ZW.json FR519-558 E92E52390C58DFC660BD65BC1965FF15C1C550B8C2D998D6CD75A34D4991B1DB and 01J9 01JP 01T4 01S1 06EB 01TA 00FV,,The criterion is covered derivationally and its necessary direction remains true for locally finite type morphisms
D000306,ega:I.6.3.10,refer_two_6_3_10_diagrams_for_fresh_visual_qa,active,F37ZW diagram hashes 68014AA1FA4BABF7F4C3CD4F97E47DFBC9B0E5FF4C02B46AA023FFC874E74BF5 and 173F559B4D35C53E8647472C9DCFD38E4F1202C911C329AD779BE507C338C7CF with V000044 current head,,Both diagrams lack active authority French English crop triples and cannot yet receive certified V rows
D000307,ega:I.6.4.1,map_algebraic_prescheme_definition_and_noetherianity,active,F37ZW.json FR563-573 08637C0200DAE1FFB2F7FD106AF1FD55045D6BB5E1934747B168A5E689DDEF1B and 06LG 01KK 01T6,,Tag 06LG gives modern finite type while 01KK preserves the historical separated qualifier and 01T6 proves Noetherianity
D000308,ega:I.6.4.2,map_closed_points_via_finite_residue_field_extensions,active,F37ZW.json FR575-595 C125AE3C12A9CAF3FEE19A97BA601703D142C99165B0B9A0854915C17435D45F and 01TF 00FV 0BID,,Both directions and the affine Nullstellensatz proof are exact existing results
D000309,ega:I.6.4.3,map_closed_points_over_algebraically_closed_field_to_rational_points,active,F37ZW.json FR597-603 41DFBECD82B72567C02ED61BCD0E2DE529EA15D094B7C7247E097CC5D63F84CB and 01TF 09GQ 01J9,,Finite residue extensions over algebraically closed K are trivial and field-valued representatives give the canonical identification
D000310,ega:I.6.4.4,map_equivalent_artinian_and_finite_scheme_conditions,active,F37ZW.json FR605-631 05DAB13BC5C252AFE1AFAFD8880BEE8800282305869A4A173DB187FEE8B0F538 and 06LH 0ALW 0478 07JU 02O0,,The six conditions follow from the global dimension-zero lemma and the exact affine Jacobson-Artinian equivalences
D000311,ega:I.6.4.5,map_finite_scheme_rank_and_sum_product_formulas,active,F37ZW.json FR633-651 77C2C84FB546CF35B0E9B825FAA015DDE5C45374A651106F307237E64A5628B2 and 03J3 01WH 01I5 0H9W 01JQ 0H9X,,Modern finite morphism and degree language contains the source terminology and both rank formulas
D000312,ega:I.6.4.6,map_finite_scheme_rank_under_field_extension,active,F37ZW.json FR653-660 699F9E614B59350E6D3D0F9B9EB6DE7381B6916372FA9D35143EBACE769F7F18 and 02KD 0H9Y 0CC2,,Finite locally free base change preserves the scheme and scalar extension preserves its vector-space rank
D000313,ega:I.6.4.7,map_geometric_points_via_separable_residue_degrees,active,F37ZW.json FR662-684 1E3287CD6F3C7C1081D63E27026CF18D582C24CA2C5600798ECE54C090FD94D9 and 0F38 09HJ 01J9,,The constant-one weighting formula is the separable-degree sum and its geometric valued-point interpretation
D000314,ega:I.6.4.8,map_geometric_point_count_base_change_sum_product,active,F37ZW.json FR686-708 42809BBE036B56C949B94896D4421D26384EBD7E5AA3997F18EEAF0E78ACF2B3 and 0F38 0F39 01I5 01JM,,Weightings give the invariant and arbitrary base change while finite coproduct and product universal properties give the two formulas
D000315,ega:I.6.4.9,map_surjectivity_on_algebraically_closed_points_of_infinite_transcendence_degree,active,F37ZW.json FR710-724 0981E9DE7265E9040366E5B1E560AA28895AB67FEC480EFFF1F81E0CB13728A6 and 0487 01T1 01T2 030F 09GU 01J9,,The original necessity and infinite-transcendence residue-field embedding proof are covered derivationally
D000316,ega:I.6.4.10,map_surjectivity_without_transcendence_degree_hypothesis,active,F37ZW.json FR726-731 F264BB99D4CA218B95E0288D0A4C2D692C19E4E6EF1B3EF6C89F6838C1C0A767 and 0487 054J 0478 005Y 01TF 09GU 01J9,,Constructibility and the Jacobson closed-point test prove the fixed-Omega criterion with no transcendence-degree assumption
D000317,ega:I.6.4.11,map_finite_type_morphism_fibres_and_residue_extensions,active,F37ZW.json FR733-743 8618172DF0C9C0F8FAB97BABBFFB0914BFB29A872C00F876DF87D22D4DC31C3F and 01K0 01T4 01T2,,A fibre is a base change and affine finite-type coordinates give the finitely generated residue extension
D000318,ega:I.6.4.12,map_finite_fibres_under_base_change_with_rank_and_geometric_point_count,active,F37ZW.json FR745-757 2C3738EC2764368B4321FD46924B51E179221CCB2644AE40A3F18B82551F18AB and 01JM 02KD 0H9Y 0F39,,Fibre-product transitivity reduces the statement to scalar extension and the three invariants are preserved
D000319,ega:I.6.4.13,record_algebraic_family_interpretation_and_base_change_examples,active,F37ZW.json FR759-769 7A6007ED76B344535DE8C5013992D54AB7C629FDBC44E5B92F57F2BE9B377DBE and 01T1 01JP,,The paragraph is explanatory prose whose precise cores are finite type and fibre-product base change
D000320,ega:I.6.5.1,map_local_morphism_determination_and_realization,active,F37ZW.json FR774-864 EEC814858C37A15FDDB1098D9DFC6AB5D42E0CDDCDFA6E2F2C55D048764B0CB2 and 01T1 01TX 0BX6 00FP 00QO 00CR,,Clause i is stronger-covered by 0BX6 under locally finite type and clause ii is exactly 01TX followed by 0BX6; the explicit proof and square already occur in the pinned target
D000321,ega:I.6.5.1:diagram:xymatrix:1,admit_I_6_5_1_1_historical_authority_french_english_visual_evidence,active,NUMDAM:EGA_I_PMIHES_1960_4.pdf p150 plus Zenodo 21861666 00_FR.pdf p102 and 00_EN.pdf p337 with three dedicated 5000-dpi crops,,The complete localization-lifting square is present in the direct authority and both public historical reader surfaces; the three crops are individually bounded and visually inspected
D000322,ega:I.6.5.2,map_finite_type_local_realization_after_affine_shrink,active,F37ZW.json FR866-872 57F2283518535657A691085C5F0233BD529D4BB6436F66C1F1C759021909A0D2 and 0BX6 01T6 01T8 01P0 01T1 with D000301 D000304,,After the existential 0BX6 realization shrink inside the realization neighbourhood to an affine neighbourhood of x; 01T6 makes the domain Noetherian and 01T8 plus 01P0 give the two defining conditions of 01T1 while D000301 preserves the literal 6.3.6 route
D000323,ega:I.6.5.3,map_integral_target_injective_local_map_to_injective_affine_realization,active,F37ZW.json FR874-884 11BEF6A68574056FD11F89F236ACDD830E4D74393B756E6A8DD56E6DDE21BCAF and 01OK 00CO 0BX6 with D000186 D000320,,D000320 realizes phi in the existing square; D000186 and 01OK make C a domain; the unlabelled paragraph after 00CO makes i_y injective; injective phi and commutativity force gamma injective
D000324,ega:I.6.5.4,map_finite_type_stalk_criteria_for_local_immersion_and_local_isomorphism,active,F37ZW.json FR886-973 70547DBB98E8AB2BEF981448903ADB70C9C4245C32609CA44694D135203FEED9 and 01HK 0H7H 01IO 01T1 00CR 00CP 01IG 01HE 01TX 0BX6 with D000156 D000173 D000174 D000320,,The finite-type immersion criterion is the affine denominator argument followed by a quotient-spectrum chart; the locally Noetherian isomorphism criterion first upgrades finite type to finite presentation and then reuses local realization and uniqueness to construct inverse open charts
D000325,ega:I.6.5.5,map_irreducible_generic_point_corollary_for_local_immersion_and_local_isomorphism,active,F37ZW.json FR975-996 40FB4643FCC08E47A15589072A85C2CC578714F24B2C3029ED8B35E991921090 and 004X 01RM 01RO 01TX 0BAC 01IO 0BX6 with D000051 D000324,,Irreducibility puts the generic point in every nonempty local chart; D000324 supplies both stalk criteria while 01RM and 01RO identify dominance and birationality and 01TX plus 0BAC gives the stronger dense-open isomorphism route
D000326,ega:I.6.6.1,map_quasi_compact_morphism_definition_affine_basis_criterion_and_target_locality,active,F37ZW.json FR998-1024 5C8CDC02B98888C42016E37E28B124326F15B581D16EF1AFA8C5A6962CB46A00 and 01K3 01K4 01SG with D000267,,The source definition is exactly 01K3; 01K4 packages affine detection finite affine coverings restriction and target locality while D000267 and 01SG supply the affine-target example
D000327,ega:I.6.6.2,map_locally_finite_type_definition_restriction_and_noetherian_permanence_with_routed_source_correction,active,F37ZW.json FR1026-1044 FA028DDA3B0D5E54600F39FB694179A512411FC36BF7838467BA7BBDA7304007 and 01T1 01T2 01T6 with proposed_issue_id=I000103 successor=01a047ab-fc94-7120-af1d-5701ba37aacd state=ROUTED_PENDING_SUCCESSOR_ADJUDICATION,,Read the unbound y at LF1030 as f(x) without mutating authority; 01T1 and 01T2 identify the pointwise finite-type-neighbourhood definition and restriction locality while the local branch of 01T6 gives the Noetherian consequence
D000328,ega:I.6.6.3,map_finite_type_iff_quasi_compact_and_locally_finite_type_with_routed_source_correction,active,F37ZW.json FR1046-1065 341C2E3766648A399DC7506A5B45E6FBE7BABC71BF2D01913389A04F4D2382B9 and 01T1 01T2 01T3 01K3 01K4 with proposed_issue_id=I000104 successor=01a047ab-fc94-7120-af1d-5701ba37aacd state=ROUTED_PENDING_SUCCESSOR_ADJUDICATION,,Read the W_1(x) neighbourhood at LF1060 as a neighbourhood of y=f(x) without mutating authority; 01T1 is the exact proposition while 01T2 01T3 01K3 and 01K4 recover the historical proof
D000329,ega:I.6.6.4,map_quasi_compact_permanence_componentwise_and_complete_01K5_proof,active,F37ZW.json FR1067-1121 95A70DD85C4C0D7EE4C64052082F2DF176C163014762D721144CECEB458316BB and 01K7 04ZA 01K6 01K5 03GI 04ZB 01K3 01JS with D000300 D000269; unique 01K5 preimage A37612375252BF61767A8175DF9E6C27DD76E17B7717D38A4522C790AF596634,,All six clauses and the following binary-coproduct paragraph are covered componentwise; add only the independently written omitted proof of 01K5 while preserving the official statement tag and exact underlying-space hypotheses
D000330,ega:I.6.6.5,map_quasi_compact_dominance_generic_component_fibres_by_existing_theorem_and_topological_upgrade,active,F37ZW.json FR1123-1146 0BCE3737307C8081A439C7BBB9A5666600C8DE0EC99E4481E3AABC2167714067 and 01RL 01RK 004W 01IS 01K4 00FL 0CAN,,01RL hits every target component generic point; 004W and 01IS upgrade a preimage to a source component generic point by maximality and sobriety; 01RK proves sufficiency without quasi-compactness and 01K4 with 00FL and 0CAN covers the affine proof route
D000331,ega:I.6.6.6,map_existing_local_finite_type_permanence,active,F37ZW.json FR1148-1186 348E6D5ADADC5B402D07F5F1CD66CDDD3D504DD82CEACF337A44F0D8EF381908 and pinned a044 target joins,,All six clauses are covered componentwise with explicit locality product and reduction derivations; pinned 0356 replaces the audit's nonbaseline 0HCT citation
D000332,ega:I.6.6.7,map_existing_locally_noetherian_product,active,F37ZW.json FR1188-1196 06E90627D46F602322726626EA081652805A75231DC4DDE3D22F8439175CA254 and pinned a044 target joins,,The locally Noetherian fibre-product conclusion follows from 01T4 and two applications of the local clause of 01T6 without quasi-compactness
D000333,ega:I.6.6.8,map_three_distinct_locally_finite_type_extensions,active,F37ZW.json FR1198-1206 9A4CDA31A9FE669C6F5B75B93C7456083E15F0FDB19A528FCF94F907205AA5E0 and pinned a044 target joins,,Keep three separate extensions: every-algebraically-closed-field surjectivity; closed point iff finite residue extension; and one fixed large algebraically closed field over K
D000334,ega:I.7.1.1,map_topologically_dense_rational_map_equivalence,active,F37ZW.json FR6-15 D2AB4ABE6D0EFC8E2244615133A31600D5B27F544085D9F52850D7145744023B and pinned 01RS with separate 01RX,,Density in the dense open intersection is equivalent to density in X; transitivity intersects equality witnesses; pseudo-morphisms are a distinct schematic-density variant
D000335,ega:I.7.1.2,map_rational_maps_sections_restriction_and_graph_correspondence,active,F37ZW.json FR16-52 92D3DD8A6E7C5E24957AABC57819CD4C6C1DEC2CA3F016A15A888D09010F8DCC and pinned 01RS 01RT 01JP 01M0,,Use a dense equality witness for restriction and the natural graph bijection before quotienting; original printed p155 confirms the overlap overstatement; correction remains PROPOSED and authority is unchanged
D000336,ega:I.7.1.3,map_rational_functions_as_dense_open_sections_with_ring_structure,active,F37ZW.json FR53-64 863BDFD81315F4F5D37CCEF4CD5CFB7B3FD8D809E384C58A0847A73E2565FA7E and pinned 01JH 01RT 01RU,,The natural affine-line representation descends through restriction to dense-open section classes; addition and multiplication use common dense opens with no finite-component or reducedness assumption
D000337,ega:I.7.1.1,correct_raw_source_environment_binding_without_changing_mathematics,active,F37ZW.json raw FR7-16 89ECBC05B6BED28F91BE9605591C30790C6A3C586B406CD6D65D53DA584ED703; adverse predecessor D000334 retained,D000334,Density in the dense open intersection is equivalent to density in X; transitivity intersects equality witnesses; pseudo-morphisms are a distinct schematic-density variant; correction is solely to complete raw-byte source locators and evidence coverage
D000338,ega:I.7.1.2,correct_raw_source_environment_binding_without_changing_mathematics,active,F37ZW.json raw FR18-57 D27D7F2E6937EEDB272CF057862613581EC4D86D6116B5B110274251CAF20148; adverse predecessor D000335 retained,D000335,Use a dense equality witness for restriction and the natural graph bijection before quotienting; original printed p155 confirms the overlap overstatement; correction remains PROPOSED and authority is unchanged; correction is solely to complete raw-byte source locators and evidence coverage
D000339,ega:I.7.1.3,correct_raw_source_environment_binding_without_changing_mathematics,active,F37ZW.json raw FR59-70 D08EE21B691DF31A4C186ABE1F1E35C5D185441CA8A9D0B963D81CFC8A8D2F1B; adverse predecessor D000336 retained,D000336,The natural affine-line representation descends through restriction to dense-open section classes; addition and multiplication use common dense opens with no finite-component or reducedness assumption; correction is solely to complete raw-byte source locators and evidence coverage
D000340,ega:I.7.1.4,identify_rational_maps_with_morphism_germs,active,F37ZW.json raw FR72-84 CFD794C145A7CCC969E0608B8D1DA57F68A05F9894257A905D4E35DF4DC57CEE; complete proof ownership in semantic checkpoint,,Irreducible source; nonempty opens are exactly generic-point neighbourhoods; rational-map equality is precisely germ equality including the relative version
D000341,ega:I.7.1.5,compute_generic_rational_ring_with_all_proof_and_local_stalk_components,active,F37ZW.json raw FR85-114 851265AB581470CF27D459A0418E7031E3054AF6F2D265D2757E8A411E55A821; complete proof ownership in semantic checkpoint,,Generic stalk and dimension zero; Noetherian implies Artinian; integrality implies field; affine qualification and the entire local-stalk fraction-field tail are retained
D000342,ega:I.7.1.6,derive_disjoint_dense_component_reduction,active,F37ZW.json raw FR115-131 3975482FA290C3CD2D263D50F7AF74D0F83D8CDC9A58AD1AD0CEB2A129480C70; complete proof ownership in semantic checkpoint,,Finite closed-component complement opens are pairwise disjoint with dense union; arbitrary target morphisms glue and topological Noetherianity supplies finite components
D000343,ega:I.7.1.7,identify_rational_maps_with_finite_tuples_of_morphism_germs,active,F37ZW.json raw FR132-141 E3210F934472A61037F7EF7D13DFF8BE6861C045AD23D90479BF4727E0477B19; complete proof ownership in semantic checkpoint,,Represent and glue arbitrary generic germs on disjoint dense component opens; equality neighbourhoods supply a dense equality witness; no finite-type target assumption
D000344,ega:I.7.1.8,derive_artinian_rational_ring_and_its_local_factors,active,F37ZW.json raw FR142-149 6234C02598F6607D171BC743691B492B3463759B6D056F7978CE7DB4ED4C5C37; complete proof ownership in semantic checkpoint,,Noetherian source has finitely many generic points; generic stalks are Noetherian of dimension zero; their finite product is Artinian and its local factors are exactly these stalks
D000345,ega:I.7.1.9,derive_localization_away_from_minimal_primes,active,F37ZW.json raw FR150-159 62533A9EFDC0863B1460503353A189785E2B815CCA1BB8130340A508A4D38E61; complete proof ownership in semantic checkpoint,,Use the parent-owned deduction after the nested lemma statement: cofinal dense principal opens and their section rings give localization at the complement of the minimal primes
D000346,ega:I.7.1.9.1,derive_cofinal_dense_principal_opens,active,F37ZW.json raw FR160-191 6828F055CF950D6D374CCF35E1E6473887C671AA5AE0542A03A021E4DA198409; complete proof ownership in semantic checkpoint,,Finitely many minimal primes and finite prime avoidance give a dense principal open inside every dense open; retain source Noetherianity and record the weaker sufficient finiteness condition
D000347,ega:I.7.1.10,construct_well_defined_generic_local_restriction,active,F37ZW.json raw FR192-205 1828BE4CA19D5EE2695DA07B3BCD0411DECEC1CFB063BEFFD7577427C194575E; complete proof and prefix ownership in semantic checkpoint,,Canonical local morphism factors through every representative and equality witness; no target finiteness assumption
D000348,ega:I.7.1.11,separate_finite_type_injection_from_finite_presentation_realization,active,F37ZW.json raw FR206-220 EAC3F9707C71CA270576AC875ABBB88354D8FA33F17BEAA221F296629563EDA7; complete proof and prefix ownership in semantic checkpoint,,0BX8 gives stronger local finite-type injection and local finite-presentation bijection; 01TX supplies EGA locally Noetherian-base conversion
D000349,ega:I.7.1.12,identify_rational_maps_with_generic_local_valued_points,active,F37ZW.json raw FR221-231 B995718DD0E604C758ACE405A915809946C45034BBFA34AF555F5012FE67D2CD; complete proof and prefix ownership in semantic checkpoint,,Apply representable functor in the category of S-schemes; retain bijection hypotheses and possibly nonreduced valued scheme
D000350,ega:I.7.1.13,classify_rational_maps_by_base_compatible_local_homomorphisms,active,F37ZW.json raw FR232-243 BE1BEC1F753074E220FBFD16ABE568BB881AA6391D194F7183DD050AB2B2DE58; complete proof and prefix ownership in semantic checkpoint,,Retain the point over s the local O_S-algebra condition and R(X)=generic local ring without replacing it by a residue field
D000351,ega:I.7.1.14,derive_invariance_under_canonical_localization_at_any_point,active,F37ZW.json raw FR244-258 287AE406EFB664C81109B3F71497FFAB05995C32C3EE672CEFEA14A8387FD6A8; complete proof and prefix ownership in semantic checkpoint,,Generic local S-scheme determines the Hom set; iterated localization gives base-compatible generic stalk identity for Spec(O_Xz)
D000352,ega:I.7.1.15,identify_rational_maps_with_K_valued_points_and_compatible_embeddings,active,F37ZW.json FR259-278 6845A64682195CDE9F4680569A34FA51C97D92C2969BCADF8E27BFA01133DE0E; complete source and proof ownership in receipt,,Integral generic local ring is a field; 0BX8 part3 gives stronger realization; fibre point residue field and embedding compatibility are all retained
D000353,ega:I.7.1.16,specialize_to_algebraic_k_preschemes_without_geometric_point_overclaim,active,F37ZW.json FR279-289 E5DF62CC7B43BBBDFAD5555BA9C756007C78FA1C015113C8DE4A703FD4E9B82D; complete source and proof ownership in receipt,,Set S=Spec(k); algebraic means finite type without separatedness; retain K-valued terminology arbitrary targetpoint and all rational maps
D000354,ega:I.7.2.1,define_absolute_and_relative_domains_separately,active,F37ZW.json FR290-377 F9E952A69C1BEECFEADE0EA11C19400F5702D6CB473E976C596CF1BDF9C8BEE4; separate exact ownership in semantic checkpoint,,Union of ordinary representative domains is dense open without reducedness or separatedness; relative domain is separate comparison notation
D000355,ega:I.7.2.2,derive_relative_maximal_representative_and_preserve_domain_ambiguity,active,F37ZW.json FR290-377 F9E952A69C1BEECFEADE0EA11C19400F5702D6CB473E976C596CF1BDF9C8BEE4; separate exact ownership in semantic checkpoint,,For reduced X and Y separated over S glue S-representatives on D_S; literal absolute-domain strengthening is disproved by opposite charts of doubled-origin base
D000356,ega:I.7.2.2.1,derive_dense_relative_equalizer_equality,active,F37ZW.json FR290-377 F9E952A69C1BEECFEADE0EA11C19400F5702D6CB473E976C596CF1BDF9C8BEE4; separate exact ownership in semantic checkpoint,,Both maps must be over S; reducedness kills the defining ideal after dense support; retain every diagonal and factorization step
