id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
ALGEBRA-139,p01,algebra.tex,algebra.tex:26047-26058,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof reads `Writing $k_i=(a_{i,j})_{j\in J}$ and we obtain what we want`.","The initial participial clause cannot be coordinated with the finite predicate by `and` in this construction.","Delete `and`: `Writing ..., we obtain what we want.`",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-140,p01,algebra.tex,algebra.tex:26060-26096,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For an arbitrary ring map $\varphi:R\to S$, the proof says `\sum_{i\ne0}a_{i,j}s_i\in R`.","The sum is an element of $S$, and $R$ has not been identified with a subring because $\varphi$ need not be injective. The lemma's condition (2b) correctly requires membership in $\varphi(R)$.","Replace `\in R` by `\in \varphi(R)`.",reported_to_canon_2026-08-23_authority_unchanged_target_membership_pending
ALGEBRA-141,p01,algebra.tex,algebra.tex:26100-26117,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The displayed matrix factorization and all subsequent products use uppercase matrices $Y$ and $Z$, but their defining sentence says `let $y$ be the row vector ... and let $z$ be the column vector`.","Lowercase $y,z$ are not used as matrices afterward; the sentence is intended to define the uppercase $Y,Z$ appearing in $(g)=YXZ$, $YX$, and $XZ$.","Replace lowercase `$y$` and `$z$` in the vector-definition sentence by `$Y$` and `$Z$`.",reported_to_canon_2026-08-23_authority_unchanged_target_symbol_pending
ALGEBRA-142,p01,algebra.tex,algebra.tex:40984-40995,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The universal differential is printed as `g \mapsto \frac{\partial g}{\partial x_i}\mathrm{d}x_i\otimes1` with a free index $i$.","Immediately above, the variation formula sums over every $i$, and the differential of a polynomial is `\sum_i (\partial g/\partial x_i)\mathrm{d}x_i`; without the sum the displayed map is not defined independently of an unbound index.","Insert `\sum_i` before the partial-derivative term.",reported_to_canon_2026-08-23_authority_unchanged_target_formula_pending
ALGEBRA-143,p01,algebra.tex,algebra.tex:41103-41122,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"With $B=P/J$, $B'=P/J'$, and $J'=(f_i)+J^2\subset J$, the proof says the differentials generate modulo the nilpotent ideal `$J'/J^2$`.","The nilpotent kernel ideal of the surjection $B'=P/J'\to B=P/J$ is $J/J'$. By contrast, $J'/J^2$ is not an ideal of $B'$ and cannot be the modulus used for Nakayama in the stated module.","Replace both occurrences of `$J'/J^2$` in this sentence by `$J/J'$`.",reported_to_canon_2026-08-23_authority_unchanged_target_quotient_pending
ALGEBRA-144,p01,algebra.tex,algebra.tex:26229-26235,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After tensoring $0\to J\to R\to R/J\to0$ with $R/I$, the printed cokernel is `$R/I + J$`.","The tensor product $(R/J)\otimes_R(R/I)$ is the quotient ring $R/(I+J)$; the printed unparenthesized expression is neither that quotient nor the correct cokernel of the displayed map.","Replace `$R/I + J$` by `$R/(I + J)$`.",reported_to_canon_2026-08-23_authority_unchanged_target_quotient_pending
ALGEBRA-145,p01,algebra.tex,algebra.tex:26251-26261,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The sentence reads `then $x\in I$ implies ..., implies $x$ maps to zero ...`.","The repeated finite verb `implies` produces an ungrammatical chain; the second step is the consequence of the first implication.","Replace the second `implies` by `and hence` (or split the sentence equivalently).",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-146,p01,algebra.tex,algebra.tex:26407-26420,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For (2)⇒(1), the proof cites `lemma-pure-ideal-determined-by-zero-set` after showing supports of quotients by pure ideals are open.","That lemma proves only uniqueness of a pure ideal from its vanishing set. The required existence for every closed subset stable under generalizations is the bijection in `lemma-pure-open-closed-specializations`.","Replace the citation `lemma-pure-ideal-determined-by-zero-set` by `lemma-pure-open-closed-specializations`.",reported_to_canon_2026-08-23_authority_unchanged_target_cross_reference_pending
ALGEBRA-147,p01,algebra.tex,algebra.tex:41290-41302,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For ring maps $R\to S\to S'$, the kernel $J'$ is defined using the multiplication map `$S'\otimes_{R'}S'\to S'$` although $R'$ is nowhere defined.","The displayed comparison, the proof, and the concluding differentials all use the common base ring $R$; $J'$ must be the diagonal ideal in $S'\otimes_R S'$.","Replace the undefined subscript `$R'$` by `$R$`.",reported_to_canon_2026-08-23_authority_unchanged_target_base_ring_pending
ALGEBRA-148,p01,algebra.tex,algebra.tex:41319-41331,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For an $S$-module $M$ and ring map $S\to S'$, the lemma sets `$M'=S'\otimes_R M$`.","The asserted base-change identity begins with $S'\otimes_S P^k_{S/R}(M)$ and the extension has codomain $S'\otimes_S N$; the intended extended $S'$-module is therefore $S'\otimes_S M$, not restriction followed by tensor over $R$.","Replace `$S'\otimes_R M$` by `$S'\otimes_S M$` in the definition of $M'$.",reported_to_canon_2026-08-23_authority_unchanged_target_base_change_pending
ALGEBRA-149,p01,algebra.tex,algebra.tex:41333-41350,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The principal-parts equality chain prints `S'\otimes_R S'/(J')^{k+1}` twice and `S'\otimes_R M'/(J')^{k+1}(S'\otimes_R M')` without grouping the tensor-product numerators.","$J'$ is an ideal of $S'\otimes_R S'$, not of the final $S'$ factor, and its induced action is on $S'\otimes_R M'$; the preceding lemma states the correctly grouped quotient explicitly.","Write `((S'\otimes_R S')/(J')^{k+1})` at both occurrences and `(S'\otimes_R M')/(J')^{k+1}(S'\otimes_R M')` at the module occurrence.",reported_to_canon_2026-08-23_authority_unchanged_target_quotient_scope_pending
ALGEBRA-150,p01,algebra.tex,algebra.tex:41343-41352,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The final object in the principal-parts chain is `$P^k_{S'/R'}(M')$`, but the lemma defines only $R\to S\to S'$.","The statement and all preceding terms concern differential operators relative to $R$, and the immediately preceding lemma concludes with $\Omega_{S'/R}$.","Replace the undefined base `$R'$` by `$R$`.",reported_to_canon_2026-08-23_authority_unchanged_target_base_ring_pending
ALGEBRA-151,p01,algebra.tex,algebra.tex:41351-41358,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The extension paragraph takes the codomain and both scalar extensions of $\gamma$ over $R$, writing `$S'\otimes_R N$` and `$S'\otimes_R P^k_{S/R}(M)$`.","Here $M,N,$ and $P^k_{S/R}(M)$ are $S$-modules and the lemma statement requires the extension $M'=S'\otimes_S M\to S'\otimes_S N$ along $S\to S'$.","Replace each of the three displayed/inline `\otimes_R` subscripts in the extension construction by `\otimes_S`.",reported_to_canon_2026-08-23_authority_unchanged_target_scalar_extension_pending
ALGEBRA-152,p01,algebra.tex,algebra.tex:34929-34940,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The lemma statement ends `such that the universal differential operators of order $k$ to the map given by ...`, with no finite verb and a plural noun for the single universal operator.","The isomorphism identifies the universal differential operator with the displayed map; the present wording is grammatically incomplete and suppresses that identification.","Use `such that the universal differential operator of order $k$ corresponds to the map given by ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_missing_predicate
ALGEBRA-153,p01,algebra.tex,algebra.tex:6746-6755,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `choose a closed point $t$ of space $T\cap D(f)$`.","The noun `space` refers to the specific topological space just constructed and requires the definite article.","Insert `the`: `of the space $T\cap D(f)$`.",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-154,p01,algebra.tex,algebra.tex:6791-6801,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says a nonzero element `$x\in R$ is contained in at most finitely many maximal ideals`.","An element belongs to an ideal rather than being contained in it; `at most finitely many` is redundant and obscures the intended finiteness assertion immediately restated as `$V(x)$ is finite`.","Use `belongs to only finitely many maximal ideals` (or `lies in only finitely many maximal ideals`).",reported_to_canon_2026-08-23_authority_unchanged_target_membership_prose
ALGEBRA-155,p01,algebra.tex,algebra.tex:6906-6917,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The cardinality assertion ends with a period and is followed by the fragment `Because the cardinality of $I\times\ldots\times I$ is ...`.","The `Because` clause supplies the reason for the preceding cardinality bound and has no independent main clause.","Join the clauses with `, because` or begin `This is because ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_sentence_fragment
ALGEBRA-156,p01,algebra.tex,algebra.tex:26488-26502,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The lemma says `there exist a commutative diagram`.","The existential verb agrees with the singular noun phrase `a commutative diagram`.","Replace `exist` by `exists`.",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-157,p01,algebra.tex,algebra.tex:26677-26699,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof defines $P_d=\ker(F_{d-1}\to F_{d-2})$ only `at least if $d\ge2$`, then uses that formula to claim the displayed finite-projective resolution for every $d\ge0$.","For $d=1$ the relevant projective module is $\ker(F_0\to M)$, and for $d=0$ it is $M$ itself, exactly as separated in conditions (3) and (4) of the cited preceding lemma. The printed proof leaves both boundary cases unhandled and invokes undefined negative-index modules if read literally.","Add the two boundary cases explicitly: for $d=1$ take $P_1=\ker(F_0\to M)$; for $d=0$ use that $M$ is already finite projective. Then retain the displayed construction for $d\ge2$.",reported_to_canon_2026-08-23_authority_unchanged_target_boundary_cases_pending
ALGEBRA-158,p01,algebra.tex,algebra.tex:41377-41383,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The section introduction says `an G-unramified ring map`.","The letter name `G` begins with a consonant sound and takes the article `a`.","Replace `an G-unramified` by `a G-unramified`.",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-159,p01,algebra.tex,algebra.tex:41440-41452,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The third parallel criterion says `of finite type (resp. presentation)` while the two immediately preceding criteria say `of finite type (resp. finite presentation)`.","The parenthetical alternative is the standard property `finite presentation`; omitting `finite` breaks the parallel terminology and yields the nonstandard phrase `of presentation`.","Insert `finite`: `of finite type (resp. finite presentation)`.",reported_to_canon_2026-08-23_authority_unchanged_target_omitted_adjective
ALGEBRA-160,p01,algebra.tex,algebra.tex:41567-41579,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"Item (1) reads `we have $\mathfrak pS_{\mathfrak q}=\mathfrak qS_{\mathfrak q}$ is the maximal ideal`.","The sentence runs the predicates `we have` and `is` together; the equality identifies an ideal, which the following clause characterizes.","Use `$\mathfrak pS_{\mathfrak q}=\mathfrak qS_{\mathfrak q}$, which is the maximal ideal ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_double_predicate
ALGEBRA-161,p01,algebra.tex,algebra.tex:41653-41665,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The coordinated subject `the characterization ... and the structure ...` is followed by the singular verb `shows`.","Two cited results jointly supply the implication and form a plural subject.","Replace `shows` by `show`.",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-162,p01,algebra.tex,algebra.tex:41698-41706,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `we my apply Lemma ...`.","The modal verb is a typographical error.","Replace `my` by `may`.",reported_to_canon_2026-08-23_authority_unchanged_target_typo
ALGEBRA-163,p01,algebra.tex,algebra.tex:7033-7038,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After `Let $R$ be ... Let $K$ be ...`, the hypothesis reads `Let $R\subset K$ and $K$ is of finite type over $R$`.","The imperative `Let` cannot govern the coordinated finite clause `$K$ is ...`; this is a pair of assumptions about the already introduced objects.","Use `Assume $R\subset K$ and that $K$ is of finite type over $R$`.",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-164,p01,algebra.tex,algebra.tex:7099-7106,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The lemma says `Write $f:Y\to X$ the induced map of spectra`.","In this construction `write [symbol] for [object]`, the preposition `for` is required between the notation and its referent.","Insert `for`: `Write $f:Y\to X$ for the induced map of spectra`.",reported_to_canon_2026-08-23_authority_unchanged_target_missing_preposition
ALGEBRA-165,p01,algebra.tex,algebra.tex:7158-7168,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The compound subject `This diagram and the density ...` is followed by the singular verb `shows`.","The diagram and the density are two coordinated grounds for the conclusion and take plural agreement.","Replace `shows` by `show`.",reported_to_canon_2026-08-23_authority_unchanged_target_idiomatic_prose
ALGEBRA-166,p01,algebra.tex,algebra.tex:26940-26950,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof begins `We saw, Lemma ... that ...`.","The cited lemma is the locus in which the result was seen; the construction requires the preposition `in`.","Insert `in`: `We saw, in Lemma ..., that ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_missing_preposition
ALGEBRA-167,p01,algebra.tex,algebra.tex:26940-26961,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For $n\ge0$, the proof displays `0\to K_n\to F_{n-1}\to\cdots\to F_0\to M\to0` without separating $n=0$.","At $n=0$ the display invokes the undefined module $F_{-1}$. The local-projectivity argument still works by setting $K_0=M$, whose localizations are projective under the hypothesis.","Handle $n=0$ explicitly by setting $K_0=M$; use the displayed syzygy resolution only for $n\ge1$.",reported_to_canon_2026-08-23_authority_unchanged_target_boundary_case_pending
ALGEBRA-168,p01,algebra.tex,algebra.tex:27079-27088,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says the maps `have to property that ...`.","The phrase contains a typographical substitution of `to` for the definite article.","Replace `to` by `the`.",reported_to_canon_2026-08-23_authority_unchanged_target_typo
ALGEBRA-169,p01,algebra.tex,algebra.tex:27188-27212,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"With $d=\dim S\ge0$, the proof sets `$K_d=\ker(F_{d-1}\to F_{d-2})$` without separating $d=0,1$.","For $d=1$ the first syzygy is $\ker(F_0\to\kappa)$, while for $d=0$ it is $K_0=\kappa$; the printed formula otherwise invokes $F_{-1}$ or $F_{-2}$ and the following exact complex is not defined at the allowed boundary values.","Define $K_0=\kappa$, $K_1=\ker(F_0\to\kappa)$, and $K_d=\ker(F_{d-1}\to F_{d-2})$ only for $d\ge2$; adapt the displayed complex accordingly.",reported_to_canon_2026-08-23_authority_unchanged_target_boundary_cases_pending
ALGEBRA-170,p01,algebra.tex,algebra.tex:7175-7180,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The introduction says `images of a constructible is constructible`.","The phrase omits the noun `set` after `constructible` and combines a plural subject with a singular verb.","Use `the image of a constructible set is constructible`.",reported_to_canon_2026-08-23_authority_unchanged_target_missing_noun_agreement
ALGEBRA-171,p01,algebra.tex,algebra.tex:7181-7186,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The notation paragraph says `Write $f:Y\to X$ the induced map of spectra`.","The construction `write [symbol] for [object]` requires the preposition `for`.","Insert `for` after the displayed map.",reported_to_canon_2026-08-23_authority_unchanged_target_missing_preposition
ALGEBRA-172,p01,algebra.tex,algebra.tex:7189-7193,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The lemma begins with the sentence fragment `With notation as above.` followed by `Assume ...`.","The initial prepositional phrase has no predicate and modifies the following assumption.","Join the clauses: `With notation as above, assume that ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_sentence_fragment
ALGEBRA-173,p01,algebra.tex,algebra.tex:7206-7214,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For $f:Y\to X$, the proof says `the image of a constructible set in $X$ is constructible in $Y$`.","Chevalley's theorem applies to a constructible subset of the source $Y$ and places its image in the target $X$; the printed sentence reverses source and target.","Replace `in $X$ ... in $Y$` by `in $Y$ ... in $X$`.",reported_to_canon_2026-08-23_authority_unchanged_target_source_target_pending
ALGEBRA-174,p01,algebra.tex,algebra.tex:7246-7254,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says that if `$\mathfrak p$ is any ideal containing $xy$, then either $x$ or $y$` lies in it.","This implication is false for an arbitrary ideal: $(xy)$ contains $xy$ but contains neither $x$ nor $y$. It is precisely the prime-ideal property used by the next sentence about minimal primes; the sentence also describes element membership as containment.","Replace `any ideal` by `any prime ideal` and say `either $x$ or $y$ belongs to $\mathfrak p$`.",reported_to_canon_2026-08-23_authority_unchanged_target_prime_hypothesis_pending
ALGEBRA-175,p01,algebra.tex,algebra.tex:7257-7263,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The polynomial ring ends `$k[\ldots,y_{22}])$` with a closing parenthesis for which no opening parenthesis exists.","The ring expression begins directly with `$k[` and should close only its square bracket before the math delimiter.","Delete the unmatched `)` after the closing square bracket.",reported_to_canon_2026-08-23_authority_unchanged_target_delimiter_pending
ALGEBRA-176,p01,algebra.tex,algebra.tex:7287-7297,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `the image of irreducible an algebraic set`.","The indefinite article and adjectives are in the wrong order.","Use `the image of an irreducible algebraic set`.",reported_to_canon_2026-08-23_authority_unchanged_target_word_order
ALGEBRA-177,p01,algebra.tex,algebra.tex:7317-7327,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The parenthesis reads `reason($Y=0$ is contained the previous case)`.","A space is missing before the parenthesis, `contained` lacks the preposition `in`, and the intended relation is that the zero case was already covered rather than that an equation is a subset.","Use `reason (the case $Y=0$ was covered above):` or an equivalent idiomatic parenthesis.",reported_to_canon_2026-08-23_authority_unchanged_target_malformed_parenthesis
ALGEBRA-178,p01,algebra.tex,algebra.tex:7364-7373,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The example says `$T$ is classified by the its rank`.","Two determiners are duplicated before `rank`.","Delete `the`: `classified by its rank`.",reported_to_canon_2026-08-23_authority_unchanged_target_duplicated_article
ALGEBRA-179,p01,algebra.tex,algebra.tex:7373-7376,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The example says `every idempotent matrix is contained in one such orbit`.","A matrix is an element of an orbit, not a subset contained in it.","Use `belongs to one such orbit` (or `lies in`).",reported_to_canon_2026-08-23_authority_unchanged_target_membership_prose
ALGEBRA-180,p01,algebra.tex,algebra.tex:7377-7391,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The positive-characteristic example says `$char=3$` with an undefined bare symbol `char`.","The characteristic belongs to the base field $k$ introduced in the example.","Use `$\operatorname{char}(k)=3$` or `if $k$ has characteristic $3$`.",reported_to_canon_2026-08-23_authority_unchanged_target_notation_pending
ALGEBRA-181,p01,algebra.tex,algebra.tex:7392-7395,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"In characteristic $3$, the example claims $\operatorname{tr}(\wedge^3T)$ is $1$ on the rank-$3$ component and $0$ on every other component.","For an idempotent of rank $r$, this trace is $\binom r3$ in $k$. Rank $4$ already gives $\binom43=4=1$ in characteristic $3$, so the stated separation is false whenever $n\ge4$.","Use the valid general separation: for ranks $r<s$, $\operatorname{tr}(\wedge^sT)$ is $0$ on rank $r$ and $1$ on rank $s$; or explicitly restrict the printed illustration to $n=3$.",reported_to_canon_2026-08-23_authority_unchanged_target_false_claim_pending
ALGEBRA-182,p01,algebra.tex,algebra.tex:27238-27264,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"In the depth-zero base case, $e=\operatorname{pd}_R(M)$ may be $0$ or $1$, but the displayed decomposition simultaneously starts with $K_{e-2}$ and ends with $K_0$.","At $e=0$ or $e=1$ this invokes $K_{-2}$ or $K_{-1}$ and does not describe the minimal resolution. The desired depth inequality is immediate/direct in those two short cases; the printed chain is valid only for $e\ge2$.","Treat $e=0$ and $e=1$ directly, then introduce the displayed chain and its $K_i$ only for $e\ge2$.",reported_to_canon_2026-08-23_authority_unchanged_target_boundary_cases_pending
ALGEBRA-183,p01,algebra.tex,algebra.tex:41753-41765,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The quasi-finite reduction says `an element $g'\in S'$ such that $g'\notin\mathfrak q$ such that ...`, where $\mathfrak q\subset S$.","The sentence duplicates `such that`, and an element of $S'$ cannot literally be tested for membership in an ideal of $S$ without applying the map $S'\to S$.","Use `an element $g'\in S'$ whose image in $S$ does not belong to $\mathfrak q$ and such that ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_typed_membership_pending
ALGEBRA-184,p01,algebra.tex,algebra.tex:41847-41854,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"Condition (b) reads `$S$ finite over $R$`.","The predicate adjective requires the copula, parallel to conditions (a), (c), and (d).","Insert `is`: `$S$ is finite over $R$`.",reported_to_canon_2026-08-23_authority_unchanged_target_missing_copula
ALGEBRA-185,p01,algebra.tex,algebra.tex:41857-41865,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After defining the ideal $\overline I\subset\kappa(\mathfrak p)[x]$, the proof chooses its monic generator `$\overline h\in\kappa(\mathfrak p)$`.","A nonconstant generator of an ideal in the polynomial PID belongs to $\kappa(\mathfrak p)[x]$, not merely to its coefficient field.","Replace the membership target by `$\overline h\in\kappa(\mathfrak p)[x]$`.",reported_to_canon_2026-08-23_authority_unchanged_target_polynomial_membership_pending
ALGEBRA-186,p01,algebra.tex,algebra.tex:41861-41865,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof rescales the generator $\overline h$ by `some $\lambda\in\kappa(\mathfrak p)$` without requiring $\lambda\ne0$.","Multiplication by zero destroys the generator and the subsequent factorization; rescaling a generator is valid only by a unit of the residue field.","Require `$\lambda\in\kappa(\mathfrak p)^\times$` (or explicitly `$\lambda\ne0$`).",reported_to_canon_2026-08-23_authority_unchanged_target_nonzero_scalar_pending
ALGEBRA-187,p01,algebra.tex,algebra.tex:41866-41880,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The factorization defines only $e_2,\ldots,e_n$, then asserts `$A_i=\kappa(\mathfrak p)[x]/(\overline h_i^{e_i})$` without restricting $i$.","The exponent $e_1$ is undefined; the preceding factorization gives the separable factor $\overline h_1$ exponent one and identifies $A_1$ with its residue-field quotient.","Set `$e_1=1$` explicitly before the uniform formula, or restrict the formula to $i\ge2$ and state $A_1=\kappa(\mathfrak p)[x]/(\overline h_1)$ separately.",reported_to_canon_2026-08-23_authority_unchanged_target_undefined_exponent_pending
ALGEBRA-188,p01,algebra.tex,algebra.tex:27334-27341,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The conditional hypothesis ends `If $\mathfrak q\subset S$ is a maximal ideal.` and the next sentence begins `Then ...`.","The period separates the if-clause from its required main clause.","Replace the period after `ideal` by a comma and continue `then ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-189,p01,algebra.tex,algebra.tex:27440-27456,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"With $e=\dim(R_{\mathfrak p})\ge0$, the going-down construction unconditionally starts by choosing $\mathfrak q_{-1}$ over $\mathfrak p_{e-1}$.","When $e=0$, $\mathfrak p_{-1}$ is undefined and the original fibre chain $\mathfrak q_0\subset\cdots\subset\mathfrak q_d$ already has the required length $d$.","Separate the case $e=0$; run the negative-index going-down construction only for $e\ge1$.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-190,p01,algebra.tex,algebra.tex:27488-27494,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The hypothesis says `Assume $R$ Cohen-Macaulay`.","The predicate adjective requires the copula.","Insert `is`: `Assume $R$ is Cohen-Macaulay`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-191,p01,algebra.tex,algebra.tex:7568-7590,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For arbitrary maps $R_i\to S_i$, the lemma concludes that the maps `$R\to S$` and `$R_i\to S_i$` are `integrally closed`.","The immediately preceding definition defines only a subring $R\subset S$ as integrally closed in $S$; it does not define an arbitrary ring map as integrally closed, and the displayed maps were not assumed injective.","Either add injectivity hypotheses and say `$R$ is integrally closed in $S$ iff each $R_i$ is integrally closed in $S_i$`, or explicitly define the intended map-level property before using it.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-192,p01,algebra.tex,algebra.tex:7796-7801,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `Let $S$ integral over $k$`.","The predicate adjective requires the copula.","Insert `be`: `Let $S$ be integral over $k$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-193,p01,algebra.tex,algebra.tex:7800-7809,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"To prove a finite-dimensional domain $S$ is a field, the proof says `Pick $s\in S$` and claims multiplication by $s$ is surjective.","Multiplication by $0$ is not surjective in a nonzero algebra; the dimension argument applies because multiplication by a nonzero element of a domain is injective.","Require `Pick a nonzero $s\in S$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
